Unnamed: 0,temp_to_estimate,dist_to_central_station,year,month,week,day_of_year,day_of_month,day_of_week,hour,complete_timestamp(YYYY_M_DD_HH_M),barometer_hpa,temp_centr,hightemp_centr,lowtemp_centr,hum,dewpoint__c,wetbulb_c,windspeed_km_h,windrun_km,highwindspeed_km_h,windchill_c,heatindex_c,thwindex_c,thswindex_c,rain_mm,rain_rate_mm_h,solar_rad_w_m_2,solar_energy_ly,high_solar_rad_w_m_2,ET_Mm,heating_degree_days,cooling_degree_days,humidity_rh,solar_klux,timestamp,status,sensor
183.0,28.546,1101.0,2021.0,8.0,34.0,240.0,28.0,6.0,17.0,2021_8_28_17_0,1009.6,25.4,25.4,25.0,41.0,11.2,14.7,3.2,0.8,11.3,25.4,24.8,24.8,30.5,0.0,0.0,504.0,10.84,526.0,0.36,0.0,0.073,43.7,35.0,2021-08-28 17:00:00,Visited,3
185.0,25.884,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,17.0,2021_8_28_17_2,1009.0,24.7,24.8,24.7,40.0,10.2,13.9,4.8,1.21,11.3,24.7,24.1,24.1,29.4,0.0,0.0,423.0,9.1,439.0,0.0,0.0,0.067,39.5,13.0,2021-08-28 17:02:00,Visited,1
189.0,24.249,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,18.0,2021_8_28_18_2,1009.0,24.8,24.9,24.8,42.0,11.0,14.5,1.6,0.4,6.4,24.8,24.3,24.3,28.1,0.0,0.0,243.0,5.23,265.0,0.0,0.0,0.067,48.4,7.0,2021-08-28 18:02:00,Visited,6
192.0,22.265,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,19.0,2021_8_28_19_1,1008.9,23.3,23.8,23.2,51.0,12.6,15.4,1.6,0.4,3.2,23.3,23.2,23.2,24.3,0.0,0.0,92.0,1.98,113.0,0.0,0.0,0.052,63.3,2.0,2021-08-28 19:01:00,Visited,5
183.0,28.546,1101.0,2021.0,8.0,34.0,240.0,28.0,6.0,17.0,2021_8_28_17_0,1009.6,25.4,25.4,25.0,41.0,11.2,14.7,3.2,0.8,11.3,25.4,24.8,24.8,30.5,0.0,0.0,504.0,10.84,526.0,0.36,0.0,0.073,43.7,35.0,2021-08-28 17:00:00,Visited,3
199.0,18.555,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,20.0,2021_8_28_20_0,1008.6,20.4,21.4,20.4,70.0,14.7,16.4,0.0,0.0,0.0,20.4,20.6,20.6,19.3,0.0,0.0,6.0,0.13,11.0,0.05,0.0,0.021,77.3,0.0,2021-08-28 20:00:00,Visited,1
203.0,16.78,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,21.0,2021_8_28_21_0,1009.9,17.7,17.8,17.7,70.0,12.1,14.0,3.2,0.8,4.8,17.7,17.4,17.4,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,75.6,0.0,2021-08-28 21:00:00,Visited,6
205.0,17.385,1349.0,2021.0,8.0,34.0,240.0,28.0,6.0,21.0,2021_8_28_21_2,1010.4,17.8,17.8,17.7,71.0,12.5,14.2,3.2,0.8,6.4,17.8,17.7,17.7,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,74.6,0.0,2021-08-28 21:02:00,Visited,7
192.0,22.265,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,19.0,2021_8_28_19_1,1008.9,23.3,23.8,23.2,51.0,12.6,15.4,1.6,0.4,3.2,23.3,23.2,23.2,24.3,0.0,0.0,92.0,1.98,113.0,0.0,0.0,0.052,63.3,2.0,2021-08-28 19:01:00,Visited,5
209.0,17.712,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,22.0,2021_8_28_22_2,1010.9,18.4,19.3,18.4,63.0,11.2,13.5,8.0,2.01,17.7,18.4,18.0,18.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,65.6,0.0,2021-08-28 22:02:00,Visited,1
